Step 0: x = 0, y = 0, z = 0, vx = 0, vy = 0, vz = 0, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 946: x = 0, y = 0, z = -3948.05, vx = 0, vy = 0, vz = -278.408, phi = 0.402452, theta = 4.25271e+06, psi = 0, p = 0.02838, q = 299891, r = 0
Step 947: x = 0, y = 0, z = -3956.41, vx = 0, vy = 0, vz = -278.702, phi = 0.403304, theta = 4.26171e+06, psi = 0, p = 0.02841, q = 300208, r = 0
Step 948: x = 0, y = 0, z = -3964.77, vx = 0, vy = 0, vz = -278.996, phi = 0.404156, theta = 4.27072e+06, psi = 0, p = 0.02844, q = 300525, r = 0
Step 949: x = 0, y = 0, z = -3973.14, vx = 0, vy = 0, vz = -279.291, phi = 0.405009, theta = 4.27974e+06, psi = 0, p = 0.02847, q = 300842, r = 0
Step 950: x = 0, y = 0, z = -3981.52, vx = 0, vy = 0, vz = -279.585, phi = 0.405864, theta = 4.28876e+06, psi = 0, p = 0.0285, q = 301160, r = 0
Step 951: x = 0, y = 0, z = -3989.91, vx = 0, vy = 0, vz = -279.879, phi = 0.406719, theta = 4.2978e+06, psi = 0, p = 0.02853, q = 301477, r = 0
Step 952: x = 0, y = 0, z = -3998.31, vx = 0, vy = 0, vz = -280.174, phi = 0.407575, theta = 4.30685e+06, psi = 0, p = 0.02856, q = 301794, r = 0
Step 953: x = 0, y = 0, z = -4006.72, vx = 0, vy = 0, vz = -280.468, phi = 0.408432, theta = 4.3159e+06, psi = 0, p = 0.02859, q = 302111, r = 0
Step 954: x = 0, y = 0, z = -4015.13, vx = 0, vy = 0, vz = -280.762, phi = 0.40929, theta = 4.32497e+06, psi = 0, p = 0.02862, q = 302428, r = 0
Step 955: x = 0, y = 0, z = -4023.56, vx = 0, vy = 0, vz = -281.056, phi = 0.410149, theta = 4.33404e+06, psi = 0, p = 0.02865, q = 302745, r = 0
Step 956: x = 0, y = 0, z = -4031.99, vx = 0, vy = 0, vz = -281.351, phi = 0.411008, theta = 4.34312e+06, psi = 0, p = 0.02868, q = 303062, r = 0
Step 957: x = 0, y = 0, z = -4040.43, vx = 0, vy = 0, vz = -281.645, phi = 0.411869, theta = 4.35222e+06, psi = 0, p = 0.02871, q = 303379, r = 0
Step 958: x = 0, y = 0, z = -4048.88, vx = 0, vy = 0, vz = -281.939, phi = 0.41273, theta = 4.36132e+06, psi = 0, p = 0.02874, q = 303696, r = 0
Step 959: x = 0, y = 0, z = -4057.34, vx = 0, vy = 0, vz = -282.234, phi = 0.413593, theta = 4.37043e+06, psi = 0, p = 0.02877, q = 304013, r = 0
Step 960: x = 0, y = 0, z = -4065.81, vx = 0, vy = 0, vz = -282.528, phi = 0.414456, theta = 4.37956e+06, psi = 0, p = 0.0288, q = 304330, r = 0
Step 961: x = 0, y = 0, z = -4074.29, vx = 0, vy = 0, vz = -282.822, phi = 0.41532, theta = 4.38869e+06, psi = 0, p = 0.02883, q = 304647, r = 0
Step 962: x = 0, y = 0, z = -4082.78, vx = 0, vy = 0, vz = -283.117, phi = 0.416185, theta = 4.39783e+06, psi = 0, p = 0.02886, q = 304964, r = 0
Step 963: x = 0, y = 0, z = -4091.27, vx = 0, vy = 0, vz = -283.411, phi = 0.417051, theta = 4.40698e+06, psi = 0, p = 0.02889, q = 305281, r = 0
Step 964: x = 0, y = 0, z = -4099.78, vx = 0, vy = 0, vz = -283.705, phi = 0.417918, theta = 4.41614e+06, psi = 0, p = 0.02892, q = 305598, r = 0
Step 965: x = 0, y = 0, z = -4108.29, vx = 0, vy = 0, vz = -283.999, phi = 0.418786, theta = 4.42531e+06, psi = 0, p = 0.02895, q = 305915, r = 0
Step 966: x = 0, y = 0, z = -4116.81, vx = 0, vy = 0, vz = -284.294, phi = 0.419655, theta = 4.43449e+06, psi = 0, p = 0.02898, q = 306232, r = 0
Step 967: x = 0, y = 0, z = -4125.34, vx = 0, vy = 0, vz = -284.588, phi = 0.420524, theta = 4.44368e+06, psi = 0, p = 0.02901, q = 306549, r = 0
Step 968: x = 0, y = 0, z = -4133.88, vx = 0, vy = 0, vz = -284.882, phi = 0.421395, theta = 4.45288e+06, psi = 0, p = 0.02904, q = 306866, r = 0
Step 969: x = 0, y = 0, z = -4142.43, vx = 0, vy = 0, vz = -285.177, phi = 0.422266, theta = 4.46208e+06, psi = 0, p = 0.02907, q = 307183, r = 0
Step 970: x = 0, y = 0, z = -4150.99, vx = 0, vy = 0, vz = -285.471, phi = 0.423138, theta = 4.4713e+06, psi = 0, p = 0.0291, q = 307500, r = 0
Step 971: x = 0, y = 0, z = -4159.55, vx = 0, vy = 0, vz = -285.765, phi = 0.424011, theta = 4.48053e+06, psi = 0, p = 0.02913, q = 307817, r = 0
Step 972: x = 0, y = 0, z = -4168.13, vx = 0, vy = 0, vz = -286.06, phi = 0.424885, theta = 4.48977e+06, psi = 0, p = 0.02916, q = 308134, r = 0
Step 973: x = 0, y = 0, z = -4176.71, vx = 0, vy = 0, vz = -286.354, phi = 0.42576, theta = 4.49901e+06, psi = 0, p = 0.02919, q = 308451, r = 0
Step 974: x = 0, y = 0, z = -4185.3, vx = 0, vy = 0, vz = -286.648, phi = 0.426636, theta = 4.50827e+06, psi = 0, p = 0.02922, q = 308768, r = 0
Step 975: x = 0, y = 0, z = -4193.9, vx = 0, vy = 0, vz = -286.942, phi = 0.427513, theta = 4.51753e+06, psi = 0, p = 0.02925, q = 309085, r = 0
Step 976: x = 0, y = 0, z = -4202.51, vx = 0, vy = 0, vz = -287.237, phi = 0.428391, theta = 4.52681e+06, psi = 0, p = 0.02928, q = 309402, r = 0
Step 977: x = 0, y = 0, z = -4211.13, vx = 0, vy = 0, vz = -287.531, phi = 0.429269, theta = 4.53609e+06, psi = 0, p = 0.02931, q = 309719, r = 0
Step 978: x = 0, y = 0, z = -4219.76, vx = 0, vy = 0, vz = -287.825, phi = 0.430149, theta = 4.54538e+06, psi = 0, p = 0.02934, q = 310036, r = 0
Step 979: x = 0, y = 0, z = -4228.4, vx = 0, vy = 0, vz = -288.12, phi = 0.431029, theta = 4.55469e+06, psi = 0, p = 0.02937, q = 310353, r = 0
Step 980: x = 0, y = 0, z = -4237.04, vx = 0, vy = 0, vz = -288.414, phi = 0.43191, theta = 4.564e+06, psi = 0, p = 0.0294, q = 310670, r = 0
Step 981: x = 0, y = 0, z = -4245.7, vx = 0, vy = 0, vz = -288.708, phi = 0.432793, theta = 4.57332e+06, psi = 0, p = 0.02943, q = 310987, r = 0
Step 982: x = 0, y = 0, z = -4254.36, vx = 0, vy = 0, vz = -289.003, phi = 0.433676, theta = 4.58265e+06, psi = 0, p = 0.02946, q = 311304, r = 0
Step 983: x = 0, y = 0, z = -4263.03, vx = 0, vy = 0, vz = -289.297, phi = 0.43456, theta = 4.59199e+06, psi = 0, p = 0.02949, q = 311621, r = 0
Step 984: x = 0, y = 0, z = -4271.71, vx = 0, vy = 0, vz = -289.591, phi = 0.435445, theta = 4.60134e+06, psi = 0, p = 0.02952, q = 311938, r = 0
Step 985: x = 0, y = 0, z = -4280.4, vx = 0, vy = 0, vz = -289.885, phi = 0.43633, theta = 4.6107e+06, psi = 0, p = 0.02955, q = 312255, r = 0
Step 986: x = 0, y = 0, z = -4289.1, vx = 0, vy = 0, vz = -290.18, phi = 0.437217, theta = 4.62007e+06, psi = 0, p = 0.02958, q = 312572, r = 0
Step 987: x = 0, y = 0, z = -4297.81, vx = 0, vy = 0, vz = -290.474, phi = 0.438105, theta = 4.62945e+06, psi = 0, p = 0.02961, q = 312889, r = 0
Step 988: x = 0, y = 0, z = -4306.52, vx = 0, vy = 0, vz = -290.768, phi = 0.438993, theta = 4.63884e+06, psi = 0, p = 0.02964, q = 313206, r = 0
Step 989: x = 0, y = 0, z = -4315.25, vx = 0, vy = 0, vz = -291.063, phi = 0.439882, theta = 4.64824e+06, psi = 0, p = 0.02967, q = 313523, r = 0
Step 990: x = 0, y = 0, z = -4323.98, vx = 0, vy = 0, vz = -291.357, phi = 0.440773, theta = 4.65765e+06, psi = 0, p = 0.0297, q = 313840, r = 0
Step 991: x = 0, y = 0, z = -4332.72, vx = 0, vy = 0, vz = -291.651, phi = 0.441664, theta = 4.66706e+06, psi = 0, p = 0.02973, q = 314157, r = 0
Step 992: x = 0, y = 0, z = -4341.47, vx = 0, vy = 0, vz = -291.946, phi = 0.442556, theta = 4.67649e+06, psi = 0, p = 0.02976, q = 314474, r = 0
Step 993: x = 0, y = 0, z = -4350.23, vx = 0, vy = 0, vz = -292.24, phi = 0.443449, theta = 4.68593e+06, psi = 0, p = 0.02979, q = 314791, r = 0
Step 994: x = 0, y = 0, z = -4359, vx = 0, vy = 0, vz = -292.534, phi = 0.444343, theta = 4.69537e+06, psi = 0, p = 0.02982, q = 315108, r = 0
Step 995: x = 0, y = 0, z = -4367.78, vx = 0, vy = 0, vz = -292.828, phi = 0.445238, theta = 4.70483e+06, psi = 0, p = 0.02985, q = 315425, r = 0
Step 996: x = 0, y = 0, z = -4376.57, vx = 0, vy = 0, vz = -293.123, phi = 0.446133, theta = 4.71429e+06, psi = 0, p = 0.02988, q = 315742, r = 0
Step 997: x = 0, y = 0, z = -4385.36, vx = 0, vy = 0, vz = -293.417, phi = 0.44703, theta = 4.72376e+06, psi = 0, p = 0.02991, q = 316059, r = 0
Step 998: x = 0, y = 0, z = -4394.17, vx = 0, vy = 0, vz = -293.711, phi = 0.447927, theta = 4.73325e+06, psi = 0, p = 0.02994, q = 316376, r = 0
Step 999: x = 0, y = 0, z = -4402.98, vx = 0, vy = 0, vz = -294.006, phi = 0.448826, theta = 4.74274e+06, psi = 0, p = 0.02997, q = 316693, r = 0
